證券代號,證券名稱,產業別
0651,065123　國喬群益49購01,
0651,065125　力鵬群益49購01,
0651,065126　華電群益48購01,
0651,065127　華榮群益48購01,
0651,065128　宏泰群益48購01,
0651,065129　中纖群益49購01,
0651,06512P　愛山林群益49售03,
0651,065130　新光鋼群益48購01,
0651,065131　橋椿群益48購01,
0651,065135　精英群益48購01,
0651,065136　智邦群益49購02,
0651,065137　菱生群益48購01,
0651,06513P　台灣50凱基49售06,
0651,065143　立隆電群益48購01,
0651,065145　華新科群益4A購01,
0651,065146　京城群益49購01,
0651,065147　基泰群益48購01,
0651,065148　愛山林群益49購02,
0651,065149　陽明群益48購02,
0651,065150　台中銀群益48購01,
0651,065151　王道銀群益48購01,
0651,065158　炎洲群益48購01,
0651,065159　拓凱群益48購01,
0651,065160　訊連群益48購01,
0651,065162　瀚宇博群益48購01,
0651,065163　彩晶群益4B購01,
0651,065164　凌華群益49購01,
0651,065168　南茂群益48購01,
0651,065169　潤泰新群益4B購01,
0651,065170　世紀鋼群益48購03,
0651,065171　FBNQ2X凱基49購02,
0651,065172　美指2X凱基49購01,
0651,065173　美債2X凱基57購01,
0651,065174　SP黃豆凱基49購01,
0651,065175　元日2X凱基51購01,
0651,065177　華榮凱基49購01,
0651,065178　美時凱基48購02,
0651,065179　川湖凱基4B購02,
0651,06517P　貿聯凱基49售01,
0651,065182　金寶凱基4A購01,
0651,065184　鴻海凱基4B購04,
0651,065185　台積電凱基48購07,
0651,065186　智邦凱基49購02,
0651,065193　愛山林凱基49購01,
0651,065196　玉晶光凱基49購01,
0651,065199　世芯凱基4C購03,
0651,06519P　上証2X凱基49售03,
0652,065200　瀚宇博凱基49購01,
0652,065201　瑞祺凱基49購01,
0652,065202　迅得凱基48購02,
0652,065203　長華凱基49購01,
0652,065204　東哥凱基49購01,
0652,065205　華邦電第一49購01,
0652,065206　晟銘電第一47購01,
0652,065207　台塑中信47購02,
0652,065208　國喬中信47購01,
0652,065209　精成科富邦49購01,
0652,06520P　滬深2X凱基48售06,
0652,065210　台塑兆豐47購01,
0652,065211　台達電兆豐48購01,
0652,065212　華通兆豐48購01,
0652,065213　台光電兆豐47購02,
0652,065214　大立光兆豐48購01,
0652,065215　晟銘電兆豐49購01,
0652,065216　奇鋐兆豐47購01,
0652,065217　嘉澤兆豐47購01,
0652,065218　愛普兆豐47購01,
0652,065219　上証2X凱基47購02,
0652,06521P　台積電凱基47售20,
0652,065220　上証2X凱基49購02,
0652,065221　滬深2X凱基4B購02,
0652,065222　美指2X凱基49購02,
0652,065223　道瓊銅凱基51購01,
0652,065224　中纖凱基49購01,
0652,065225　新光鋼凱基49購01,
0652,065226　中華凱基48購01,
0652,065227　廣宇凱基47購01,
0652,065228　台積電凱基48購08,
0652,065229　精英凱基49購01,
0652,06522P　玉晶光凱基47售02,
0652,065230　瑞昱凱基47購02,
0652,065231　凌陽凱基48購01,
0652,065232　漢唐凱基49購01,
0652,065233　一詮凱基4B購01,
0652,065234　華新科凱基4A購01,
0652,065235　京城凱基49購01,
0652,065236　王道銀凱基49購01,
0652,065237　晟銘電凱基49購01,
0652,065238　日電貿凱基4A購01,
0652,065239　世芯凱基4A購03,
0652,06523P　嘉澤凱基47售02,
0652,065240　炎洲凱基49購01,
0652,065241　拓凱凱基48購01,
0652,065242　材料凱基49購02,
0652,065243　復盛凱基47購01,
0652,065244　采鈺凱基47購01,
0652,065245　泰金寶凱基49購01,
0652,065246　潤泰新凱基4B購01,
0652,065247　川湖元富47購03,
0652,065248　川湖元富47購04,
0652,065249　裕隆元富4A購01,
0652,06524P　愛普凱基47售04,
0652,065250　裕隆元富51購01,
0652,065251　漢唐元富47購01,
0652,065252　京元電元富51購01,
0652,065253　華航元富47購01,
0652,065254　華航元富51購01,
0652,065255　亞航元富47購01,
0652,065256　亞航元富51購01,
0652,065257　大立光元富47購04,
0652,065258　奇鋐元富4A購05,
0652,065259　奇鋐元富4A購06,
0652,06525P　大立光元富47售05,
0652,065260　十銓元富51購02,
0652,065261　矽力元富51購01,
0652,065262　瑞祺元富54購01,
0652,065263　元晶元富54購01,
0652,065264　洋基元富47購01,
0652,065265　洋基元富47購02,
0652,065266　長華元富51購01,
0652,065267　東哥元富55購01,
0652,065268　元債2X永豐54購01,
0652,065269　FANG+永豐47購01,
0652,06526P　世芯永豐48售09,
0652,065270　台塑永豐48購01,
0652,065271　台化永豐48購01,
0652,065272　美時永豐47購02,
0652,065273　威盛永豐4A購01,
0652,065274　偉詮電永豐4A購01,
0652,065275　華新科永豐4A購01,
0652,065276　華新科永豐51購01,
0652,065277　大立光永豐47購02,
0652,065278　大立光永豐47購03,
0652,065279　玉晶光永豐4A購01,
0652,06527P　迅得永豐47售02,
0652,065280　碩天永豐4A購01,
0652,065281　炎洲永豐4A購01,
0652,065282　東科永豐4A購01,
0652,065283　彩晶永豐4A購01,
0652,065285　穎崴永豐49購01,
0652,065286　鼎基永豐4A購01,
0652,065287　潤泰新永豐4A購01,
0652,065288　台塑統一4B購01,
0652,065289　台塑統一51購02,
0652,06528P　緯穎國泰49售01,
0652,065290　士電統一55購01,
0652,065291　華城統一51購02,
0652,065292　川湖統一4C購01,
0652,065293　川湖統一54購02,
0652,065294　聯電統一4C購02,
0652,065295　聯電統一51購01,
0652,065296　台達電統一4C購01,
0652,065297　鴻海統一51購04,
0652,065298　鴻海統一53購10,
0652,065299　鴻海統一57購04,
0652,06529P　台灣50元大48售08,
0653,065300　國巨統一51購02,
0653,065301　鴻準統一51購03,
0653,065302　英業達統一51購01,
0653,065303　燿華統一4B購02,
0653,065304　金像電統一51購01,
0653,065305　技嘉統一51購01,
0653,065306　漢唐統一51購01,
0653,065307　京元電統一51購01,
0653,065308　全新統一51購01,
0653,065309　華新科統一55購01,
0653,06530P　國企2X元大47售04,
0653,065310　怡利電統一55購01,
0653,065311　國建統一51購01,
0653,065312　凱基金統一51購01,
0653,065313　玉山金統一51購01,
0653,065314　元大金統一51購01,
0653,065315　智原統一51購01,
0653,065316　緯創統一51購01,
0653,06531P　SGBR2X元大48售03,
0653,065320　新日興統一51購02,
0653,065321　玉晶光統一51購01,
0653,065322　玉晶光統一51購02,
0653,065323　融程電統一55購01,
0653,065324　嘉澤統一51購01,
0653,065325　碩天統一51購01,
0653,065326　世芯統一49購03,
0653,065327　世芯統一51購01,
0653,065328　貿聯統一51購01,
0653,065329　神達統一4C購06,
0653,06532P　南亞科元大49售01,
0653,065330　台耀統一55購01,
0653,065331　台耀統一55購02,
0653,065332　虹堡統一55購01,
0653,065333　帆宣統一55購01,
0653,065334　帆宣統一55購02,
0653,065335　保瑞統一51購02,
0653,065336　晶心科統一51購01,
0653,065337　緯穎統一51購02,
0653,065338　采鈺統一55購01,
0653,065339　南電統一55購01,
0653,06533P　世芯元大47售13,
0653,065340　東哥統一55購02,
0653,065341　滬深2X國泰48購01,
0653,065342　滬深2X國泰48購02,
0653,065343　華城國泰48購02,
0653,065344　京元電國泰48購03,
0653,065345　長榮航國泰48購03,
0653,065346　洋基國泰48購01,
0653,065347　元日2X群益4C購01,
0653,065348　台塑群益48購02,
0653,065349　新纖群益49購01,
0653,06534P　世芯元大47售14,
0653,065350　第一銅群益47購01,
0653,065351　川湖群益47購06,
0653,065352　裕隆群益49購01,
0653,065353　裕隆群益49購02,
0653,065354　三陽群益49購01,
0653,065355　鴻海群益47購13,
0653,065356　鴻海群益47購14,
0653,065358　台積電群益47購28,
0653,065359　智邦群益47購02,
0653,06535P　貿聯元大47售02,
0653,065360　佳世達群益4B購01,
0653,065361　南亞科群益47購03,
0653,065363　立隆電群益47購01,
0653,065364　晟銘電群益47購02,
0653,065366　智原群益47購04,
0653,06536P　貿聯元大47售03,
0653,065371　建漢群益47購02,
0653,065372　玉晶光群益47購03,
0653,065373　晶睿群益49購01,
0653,065377　辛耘群益47購02,
0653,06537P　貿聯元大47售04,
0653,065381　世芯群益47購11,
0653,065382　訊連群益4B購01,
0653,065383　啟�硌s益47購03,
0653,065384　瑞祺群益49購01,
0653,065385　穎崴群益47購02,
0653,06538P　臺股指元大4B售06,
0653,065391　南電群益49購01,
0653,065393　長華群益48購01,
0653,065394　巨大群益48購01,
0653,065395　世紀鋼群益47購03,
0653,065396　世紀鋼群益47購04,
0653,065397　鴻海台新47購01,
0653,065398　台積電台新47購02,
0653,065399　嘉澤台新48購01,
0653,06539P　臺股指元大4C售07,
0654,065400　世芯台新47購01,
0654,065401　台灣50元大47購12,
0654,065402　台灣50元大4B購01,
0654,065403　T50反1元大49購06,
0654,065404　T50反1元大4C購02,
0654,065405　A50正2元大49購01,
0654,065406　國企2X元大48購01,
0654,065407　國企2X元大49購01,
0654,065408　國企2X元大49購02,
0654,065409　SGBR2X元大47購05,
0654,06540P　十銓國票48售02,
0654,065410　SGBR2X元大48購02,
0654,065411　SGBR2X元大49購01,
0654,065412　台塑元大4B購01,
0654,065413　台塑元大4C購02,
0654,065414　台塑元大51購01,
0654,065415　和大元大4A購01,
0654,065416　華通元大47購02,
0654,065417　鴻海元大47購10,
0654,065418　鴻海元大47購11,
0654,065419　鴻海元大47購12,
0654,06541P　迅得國票49售02,
0654,065420　廣宇元大47購03,
0654,065421　台積電元大47購11,
0654,065422　台積電元大47購12,
0654,065423　台積電元大47購13,
0654,065424　金像電元大4C購02,
0654,065425　瑞昱元大47購02,
0654,065426　台光電元大47購01,
0654,065427　立隆電元大47購04,
0654,065428　長榮元大47購02,
0654,065429　長榮元大47購03,
0654,06542P　台灣50兆豐49售02,
0654,065430　長榮元大47購04,
0654,065431　陽明元大47購11,
0654,065432　聯詠元大47購01,
0654,065433　智原元大47購03,
0654,065434　智原元大47購04,
0654,065435　智原元大47購05,
0654,065436　玉晶光元大47購09,
0654,065437　玉晶光元大47購10,
0654,065438　玉晶光元大47購11,
0654,065439　敦泰元大47購02,
0654,06543P　所羅門永豐49售01,
0654,065440　世芯元大47購10,
0654,065441　世芯元大47購11,
0654,065442　世芯元大47購12,
0654,065443　神達元大47購10,
0654,065444　材料元大47購06,
0654,065445　聯茂元大47購03,
0654,065446　聯茂元大47購04,
0654,065447　啟�痐舅j51購02,
0654,065448　愛普元大47購07,
0654,065449　洋基元大47購01,
0654,06544P　華航統一47售02,
0654,065450　泰金寶元大47購02,
0654,065451　泰金寶元大47購03,
0654,065452　泰金寶元大47購04,
0654,065453　泰金寶元大47購05,
0654,065454　臺股指元大4A購10,
0654,065455　臺股指元大4C購06,
0654,065456　華城國票48購01,
0654,065457　長興國票48購01,
0654,065458　寶齡國票49購01,
0654,065459　潤隆國票49購01,
0654,06545P　大立光富邦49售01,
0654,065460　三陽國票4A購01,
0654,065461　鴻海國票49購03,
0654,065462　台亞國票4A購01,
0654,065463　金像電國票48購01,
0654,065464　漢唐國票48購01,
0654,065465　興勤國票48購01,
0654,065466　華新科國票51購01,
0654,065467　愛山林國票48購01,
0654,065468　愛山林國票4A購01,
0654,065469　潤弘國票4B購01,
0654,06546P　台灣50元富47售04,
0654,065470　長榮國票4A購01,
0654,065471　亞航國票48購01,
0654,065472　嘉晶國票48購01,
0654,065473　聯詠國票47購01,
0654,065474　融程電國票48購01,
0654,065475　群創國票47購02,
0654,065476　十銓國票48購01,
0654,065477　訊連國票49購01,
0654,065478　乙盛國票48購02,
0654,065479　彩晶國票49購01,
0654,06547P　SGBR2X元富47售02,
0654,065480　凌華國票48購01,
0654,065481　精成科國票4A購01,
0654,065482　帆宣國票4B購01,
0654,065484　南電國票49購01,
0654,065485　東哥國票49購01,
0654,065486　東哥國票4B購01,
0654,065487　東哥國票51購01,
0654,065488　所羅門第一48購02,
0654,06548P　國巨元富47售05,
0654,065490　泰金寶第一48購01,
0654,065491　台灣50兆豐49購01,
0654,065493　南亞中信47購01,
0654,065494　台化中信47購02,
0654,065496　為升中信47購01,
0654,065497　三芳永豐47購01,
0654,065498　長榮鋼永豐47購01,
0654,065499　長榮鋼永豐4A購01,
0654,06549P　台積電元富47售15,
0655,065500　為升永豐48購01,
0655,065501　聯發科永豐4C購01,
0655,065502　中工永豐49購01,
0655,065503　陽明永豐51購01,
0655,065504　長榮航永豐4B購01,
0655,065505　美食永豐49購01,
0655,065506　信邦永豐49購01,
0655,065507　日電貿永豐48購01,
0655,065508　遠雄永豐47購01,
0655,065509　訊芯永豐51購01,
0655,06550P　台積電元富51售03,
0655,065510　志強永豐48購01,
0655,065511　泓德永豐47購01,
0655,065512　泓德永豐48購01,
0655,065513　富鼎永豐47購01,
0655,065514　鈺齊永豐49購01,
0655,065515　長榮鋼統一51購01,
0655,065516　長榮鋼統一51購02,
0655,065517　光寶科統一51購01,
0655,065518　台光電統一51購01,
0655,065519　漢唐統一51購02,
0655,06551P　所羅門國票47售03,
0655,065520　京元電統一4C購03,
0655,065521　陽明統一53購01,
0655,065522　華航統一51購01,
0655,065523　長榮航統一51購01,
0655,065524　雄獅統一51購01,
0655,065525　欣興統一51購01,
0655,065526　建漢統一51購01,
0655,065527　精成科統一55購01,
0655,065528　樺漢統一51購01,
0655,065529　矽力統一51購02,
0655,06552P　所羅門國票49售01,
0655,065530　泓德統一51購01,
0655,065531　南電統一51購01,
0655,065532　鈺齊統一51購01,
0655,065533　世紀鋼統一4C購03,
0655,065534　群光富邦49購01,
0655,065535　漢唐富邦49購01,
0655,065536　京元電富邦48購03,
0655,065537　裕民富邦49購01,
0655,065538　玉晶光富邦49購01,
0655,065539　玉晶光富邦4A購01,
0655,06553P　牧德國票48售02,
0655,065540　亞翔富邦48購02,
0655,065541　迅得富邦4A購02,
0655,065542　國巨國泰48購02,
0655,065543　所羅門國泰48購01,
0655,065544　所羅門國泰48購02,
0655,065545　陽明國泰48購03,
0655,065546　大立光國泰51購01,
0655,065547　貿聯國泰48購01,
0655,065548　訊芯國泰48購01,
0655,065549　台灣50元富47購03,
0655,06554P　昆盈群益47售01,
0655,065550　台塑元富48購01,
0655,065551　川湖元富51購01,
0655,065552　國巨元富47購03,
0655,065553　國巨元富47購04,
0655,065554　國巨元富51購01,
0655,065555　廣宇元富47購01,
0655,065556　台積電元富47購14,
0655,065557　台積電元富48購02,
0655,065558　台積電元富49購09,
0655,065559　宏�痐葩I47購01,
0655,06555P　國企2X凱基47售02,
0655,065560　所羅門元富48購01,
0655,065561　漢唐元富4A購01,
0655,065564　南亞科元富47購01,
0655,065566　圓剛元富47購01,
0655,065568　圓剛元富47購02,
0655,065569　偉詮電元富47購01,
0655,06556P　SGBR2X凱基48售01,
0655,065570　義隆元富47購01,
0655,065571　立隆電元富47購01,
0655,065572　一詮元富47購02,
0655,065573　皇昌元富4B購02,
0655,065574　長榮元富51購02,
0655,065575　陽明元富47購01,
0655,065576　大立光元富51購01,
0655,065577　世芯元富51購01,
0655,065578　海華元富47購01,
0655,065579　材料元富47購01,
0655,06557P　南亞科凱基49售01,
0655,065580　泓德元富47購01,
0655,065582　泓德元富4A購01,
0655,065583　鈺齊元富47購01,
0655,065584　滬深2X國票49購01,
0655,065585　香港2X國票48購02,
0655,065586　道瓊銀國票51購01,
0655,065587　三芳國票48購01,
0655,065588　中華國票48購03,
0655,065589　所羅門國票48購02,
